sample_id,a,b,case,torsion_order,torsion_invariants,generators
sample_000126147,-4913,870,A4,1,[],[]
sample_000126297,-2139,4162,A4,1,[],[]
sample_000126299,9676,-9175,A4,1,[],[]
sample_000126442,7353,-9514,A4,1,[],[]
sample_000126563,6849,-8513,A4,1,[],[]
sample_000126779,-5013,527,A4,1,[],[]
sample_000126796,8361,-7894,A4,1,[],[]
sample_000126877,1016,9238,A4,1,[],[]
sample_000126957,-3442,-1181,A4,1,[],[]
sample_000127146,-5050,-2309,A4,1,[],[]
sample_000127300,4910,1126,A4,1,[],[]
sample_000127414,-7273,-8424,A4,1,[],[]
sample_000127633,-1402,-7538,A4,1,[],[]
sample_000127643,-7472,240,A4,1,[],[]
sample_000127699,9287,-2930,A4,1,[],[]
sample_000127857,6483,-3877,A4,1,[],[]
sample_000127870,7898,-1109,A4,1,[],[]
sample_000127910,-5846,4619,A4,1,[],[]
sample_000127917,-8610,4637,A4,1,[],[]
sample_000128011,-9711,-6158,A4,1,[],[]
sample_000128029,-4810,-2070,A4,1,[],[]
sample_000128130,2340,-1207,A4,1,[],[]
sample_000128171,-7790,-8455,A4,1,[],[]
sample_000128209,8670,7499,A4,1,[],[]
sample_000128768,-708,3966,A4,1,[],[]
sample_000128784,-1658,-2824,A4,1,[],[]
sample_000128812,3879,-4581,A4,1,[],[]
sample_000128883,3185,221,A4,1,[],[]
sample_000128918,1665,4600,A4,1,[],[]
sample_000128938,-8195,-9369,A4,1,[],[]
sample_000128948,3986,8678,A4,1,[],[]
sample_000129028,-235,-7625,A4,1,[],[]
sample_000129175,-7641,8356,A4,1,[],[]
sample_000129288,-7328,743,A4,1,[],[]
sample_000129348,3603,4241,A4,1,[],[]
sample_000129429,-9713,458,A4,1,[],[]
sample_000129483,-5989,3308,A4,1,[],[]
sample_000129556,7939,2413,A4,1,[],[]
sample_000129562,6355,-2646,A4,1,[],[]
sample_000129665,9550,3854,A4,1,[],[]
sample_000130411,6895,954,A4,1,[],[]
sample_000130546,409,-4337,A4,1,[],[]
sample_000130574,-6041,-2379,A4,1,[],[]
sample_000130695,3318,-4705,A4,1,[],[]
sample_000130758,-386,3179,A4,1,[],[]
sample_000130813,-990,-8112,A4,1,[],[]
sample_000130854,1961,1827,A4,1,[],[]
sample_000130860,8105,-3285,A4,1,[],[]
sample_000131083,5343,-2221,A4,1,[],[]
sample_000131097,130,660,A4,1,[],[]
sample_000131450,8145,-9488,A4,1,[],[]
sample_000131589,1320,2956,A4,1,[],[]
sample_000131804,9338,-937,A4,1,[],[]
sample_000131918,8486,-7880,A4,1,[],[]
sample_000132194,-864,-167,A4,1,[],[]
sample_000132363,-2165,-4517,A4,1,[],[]
sample_000132477,-7453,4596,A4,1,[],[]
sample_000132548,-7282,5137,A4,1,[],[]
sample_000132573,6459,-3697,A4,1,[],[]
sample_000132654,3933,1363,A4,1,[],[]
sample_000132707,4960,-77,A4,1,[],[]
sample_000132750,-5341,1798,A4,1,[],[]
sample_000132861,-3179,-8496,A4,1,[],[]
sample_000132952,-497,-229,A4,1,[],[]
sample_000133175,1496,-2946,A4,1,[],[]
sample_000133205,4640,-9135,A4,1,[],[]
sample_000133218,3789,-2999,A4,1,[],[]
sample_000133249,-4476,-2178,A4,1,[],[]
sample_000133302,-3904,1034,A4,1,[],[]
sample_000133429,4237,8439,A4,1,[],[]
sample_000133576,-8285,-5735,A4,1,[],[]
sample_000133616,-7868,230,A4,1,[],[]
sample_000133662,-808,-2027,A4,1,[],[]
sample_000133672,8801,498,A4,1,[],[]
sample_000133674,442,-8632,A4,1,[],[]
sample_000133828,1338,-7015,A4,1,[],[]
sample_000134050,236,-5112,A4,1,[],[]
sample_000134080,-9377,-853,A4,1,[],[]
sample_000134163,-5047,8609,A4,1,[],[]
sample_000134845,-8998,1812,A4,1,[],[]
sample_000134993,6211,1252,A4,1,[],[]
sample_000135309,4951,5858,A4,1,[],[]
sample_000135425,1660,1723,A4,1,[],[]
sample_000135566,-4495,-5552,A4,1,[],[]
sample_000135634,-3027,-8262,A4,1,[],[]
sample_000135712,2876,7044,A4,1,[],[]
sample_000135719,8624,1814,A4,1,[],[]
sample_000135728,-1575,5016,A4,1,[],[]
sample_000135857,2364,-5185,A4,1,[],[]
sample_000135859,8393,-2485,A4,1,[],[]
sample_000135958,7574,-9716,A4,1,[],[]
sample_000135990,457,-2528,A4,1,[],[]
sample_000136197,-8725,-301,A4,1,[],[]
sample_000136244,4651,-9284,A4,1,[],[]
sample_000136336,7621,1395,A4,1,[],[]
sample_000136438,-7570,639,A4,1,[],[]
sample_000136671,7533,-9288,A4,1,[],[]
sample_000136892,2099,1103,A4,1,[],[]
sample_000137041,5748,5489,A4,1,[],[]
sample_000137082,-2411,-7008,A4,1,[],[]
sample_000137107,5003,9671,A4,1,[],[]
sample_000137213,3392,7902,A4,1,[],[]
sample_000137361,-1484,-6052,A4,1,[],[]
sample_000137390,-7722,6969,A4,1,[],[]
sample_000137428,9992,6267,A4,1,[],[]
sample_000137443,-2800,-9765,A4,1,[],[]
sample_000137679,4346,2047,A4,1,[],[]
sample_000137753,-3171,5411,A4,1,[],[]
sample_000137823,9852,9318,A4,1,[],[]
sample_000137903,-6204,-291,A4,1,[],[]
sample_000137918,-9614,-2120,A4,1,[],[]
sample_000138040,-7977,-9829,A4,1,[],[]
sample_000138097,7420,9553,A4,1,[],[]
sample_000138135,1526,-147,A4,1,[],[]
sample_000138256,3103,-5502,A4,1,[],[]
sample_000138296,2866,8422,A4,1,[],[]
sample_000138343,6115,-5609,A4,1,[],[]
sample_000138475,-9708,-4447,A4,1,[],[]
sample_000138635,-8293,-8071,A4,1,[],[]
sample_000138871,-3712,1479,A4,1,[],[]
sample_000139071,-3038,-2749,A4,1,[],[]
sample_000139291,-670,-6774,A4,1,[],[]
sample_000139321,-2395,-7640,A4,1,[],[]
sample_000139370,-3329,8555,A4,1,[],[]
sample_000139443,2039,3652,A4,1,[],[]
sample_000139531,991,-3797,A4,1,[],[]
sample_000139793,5690,2935,A4,1,[],[]
sample_000139867,6236,7790,A4,1,[],[]
sample_000140129,-78,-1932,A4,1,[],[]
sample_000140226,7490,8873,A4,1,[],[]
sample_000140239,5612,-1982,A4,1,[],[]
sample_000140351,2367,1607,A4,1,[],[]
sample_000140382,-9948,6750,A4,1,[],[]
sample_000140387,-3197,5310,A4,1,[],[]
sample_000140468,547,-9214,A4,1,[],[]
sample_000140481,-360,-3669,A4,1,[],[]
sample_000140487,3828,-9180,A4,1,[],[]
sample_000140510,4485,310,A4,1,[],[]
sample_000140618,8449,-3406,A4,1,[],[]
sample_000140833,-2753,3794,A4,1,[],[]
sample_000140966,216,4469,A4,1,[],[]
sample_000141110,-7451,-7745,A4,1,[],[]
sample_000141194,4234,-6517,A4,1,[],[]
sample_000141276,3691,-1402,A4,1,[],[]
sample_000141336,6128,-7823,A4,1,[],[]
sample_000141500,3371,-576,A4,1,[],[]
sample_000141845,4287,-5423,A4,1,[],[]
sample_000141887,-8868,3039,A4,1,[],[]
sample_000141940,4660,87,A4,1,[],[]
sample_000141960,6136,7816,A4,1,[],[]
sample_000141973,1748,-8574,A4,1,[],[]
sample_000142004,6572,3003,A4,1,[],[]
sample_000142011,7889,-9777,A4,1,[],[]
sample_000142064,1579,353,A4,1,[],[]
sample_000142243,-4962,4890,A4,1,[],[]
sample_000142369,-4019,5194,A4,1,[],[]
sample_000142489,5281,7733,A4,1,[],[]
sample_000142669,-8855,-8160,A4,1,[],[]
sample_000142908,-7037,-6715,A4,1,[],[]
sample_000142914,-5350,-761,A4,1,[],[]
sample_000143040,-4441,-9937,A4,1,[],[]
sample_000143103,253,-6039,A4,1,[],[]
sample_000143121,-6921,-7438,A4,1,[],[]
sample_000143163,3036,9337,A4,1,[],[]
sample_000143212,-7536,-6795,A4,1,[],[]
sample_000143225,8657,-5081,A4,1,[],[]
sample_000143274,-1409,4135,A4,1,[],[]
sample_000143332,-5064,-5059,A4,1,[],[]
sample_000143342,6535,-7116,A4,1,[],[]
sample_000143549,-6467,-8463,A4,1,[],[]
sample_000143580,-9495,9147,A4,1,[],[]
sample_000143605,-7405,-4884,A4,1,[],[]
sample_000143692,-7708,2253,A4,1,[],[]
sample_000143697,9241,6690,A4,1,[],[]
sample_000143766,892,735,A4,1,[],[]
sample_000143776,-1371,-1991,A4,1,[],[]
sample_000143812,6381,-7585,A4,1,[],[]
sample_000143973,-1232,7395,A4,1,[],[]
sample_000144031,1486,-7145,A4,1,[],[]
sample_000144087,-5704,-1627,A4,1,[],[]
sample_000144116,-1961,7694,A4,1,[],[]
sample_000144299,7915,9160,A4,1,[],[]
sample_000144377,9457,-5720,A4,1,[],[]
sample_000144398,-3284,-2848,A4,1,[],[]
sample_000144428,-535,7057,A4,1,[],[]
sample_000144470,9940,7036,A4,1,[],[]
sample_000144768,5036,8748,A4,1,[],[]
sample_000144846,-7463,-3768,A4,1,[],[]
sample_000144860,3377,4556,A4,1,[],[]
sample_000144943,5360,372,A4,1,[],[]
sample_000145050,-8228,-490,A4,1,[],[]
sample_000145091,7716,5212,A4,1,[],[]
sample_000145380,-2543,4367,A4,1,[],[]
sample_000145440,8475,4753,A4,1,[],[]
sample_000145475,-199,-8838,A4,1,[],[]
sample_000145669,-7854,-5225,A4,1,[],[]
sample_000145720,4879,3903,A4,1,[],[]
sample_000145733,5223,6704,A4,1,[],[]
sample_000145922,899,5427,A4,1,[],[]
sample_000146030,-1453,-8227,A4,1,[],[]
sample_000146047,-1087,790,A4,1,[],[]
sample_000146068,7476,9000,A4,1,[],[]
sample_000146272,2069,7165,A4,1,[],[]
sample_000146477,-5045,1334,A4,1,[],[]
sample_000146651,-6578,4119,A4,1,[],[]
sample_000146934,-1968,7783,A4,1,[],[]
sample_000147044,4925,7480,A4,1,[],[]
sample_000147312,4835,5906,A4,1,[],[]
sample_000147395,-2474,-4933,A4,1,[],[]
sample_000147508,-9894,7953,A4,1,[],[]
sample_000147600,-6003,1227,A4,1,[],[]
sample_000147751,1037,-4812,A4,1,[],[]
sample_000147807,4981,3395,A4,1,[],[]
sample_000147910,5416,-9522,A4,1,[],[]
sample_000148033,-6691,1640,A4,1,[],[]
sample_000148117,8651,-859,A4,1,[],[]
sample_000148161,-9246,6738,A4,1,[],[]
sample_000148165,4424,-499,A4,1,[],[]
sample_000148189,20,-9462,A4,1,[],[]
sample_000148549,8773,-2860,A4,1,[],[]
sample_000148745,5419,-2255,A4,1,[],[]
sample_000148801,6982,-7820,A4,1,[],[]
sample_000148814,-9930,-6265,A4,1,[],[]
sample_000148877,-6810,1195,A4,1,[],[]
sample_000149027,-5829,3478,A4,1,[],[]
sample_000149054,-5129,2580,A4,1,[],[]
sample_000149154,-653,5670,A4,1,[],[]
sample_000149187,-9265,9997,A4,1,[],[]
sample_000149261,4424,267,A4,1,[],[]
sample_000149347,-3537,6726,A4,1,[],[]
sample_000149360,-9595,5169,A4,1,[],[]
sample_000149517,2985,-4682,A4,1,[],[]
sample_000149627,1280,9795,A4,1,[],[]
sample_000149676,9608,3775,A4,1,[],[]
sample_000149728,-9740,1015,A4,1,[],[]
sample_000149876,-5062,1610,A4,1,[],[]
sample_000149934,-1708,9831,A4,1,[],[]
sample_000149939,62,6926,A4,1,[],[]
sample_000149954,-5327,-5602,A4,1,[],[]
sample_000149984,-5750,-8240,A4,1,[],[]
sample_000150043,7477,2475,A4,1,[],[]
sample_000150156,-8417,-5744,A4,1,[],[]
sample_000150210,-4220,-8105,A4,1,[],[]
sample_000150290,2015,1546,A4,1,[],[]
sample_000150363,-9780,3415,A4,1,[],[]
sample_000150415,-3048,-1496,A4,1,[],[]
sample_000150456,-6914,-7742,A4,1,[],[]
sample_000150501,-8163,-2971,A4,1,[],[]
sample_000150845,-9984,-857,A4,1,[],[]
sample_000151112,7678,3079,A4,1,[],[]
sample_000151317,-7420,1606,A4,1,[],[]
sample_000151400,-5723,-9754,A4,1,[],[]
sample_000151426,6298,6687,A4,1,[],[]
sample_000151490,15,8047,A4,1,[],[]
sample_000151494,886,-3361,A4,1,[],[]
sample_000151679,-5344,-2036,A4,1,[],[]
sample_000151686,-9559,5148,A4,1,[],[]
sample_000151751,-3013,8711,A4,1,[],[]
sample_000151846,1712,1926,A4,1,[],[]
sample_000151853,-7525,-1129,A4,1,[],[]
sample_000151861,2911,-6570,A4,1,[],[]
sample_000151983,-6511,125,A4,1,[],[]
sample_000152112,5124,537,A4,1,[],[]
sample_000152175,-8739,-8216,A4,1,[],[]
sample_000152212,6883,8756,A4,1,[],[]
sample_000152274,9510,5672,A4,1,[],[]
sample_000152309,-7797,9386,A4,1,[],[]
sample_000152783,7217,5478,A4,1,[],[]
sample_000152794,-1241,8441,A4,1,[],[]
sample_000152935,6853,1204,A4,1,[],[]
sample_000152996,-1775,-6236,A4,1,[],[]
sample_000153162,9680,6925,A4,1,[],[]
sample_000153195,-1374,-1985,A4,1,[],[]
sample_000153280,-685,797,A4,1,[],[]
sample_000153612,-9767,9122,A4,1,[],[]
sample_000153707,-8842,-8633,A4,1,[],[]
sample_000153850,-9547,2761,A4,1,[],[]
sample_000154148,-6207,-839,A4,1,[],[]
sample_000154232,1002,2136,A4,1,[],[]
sample_000154255,4347,-8826,A4,1,[],[]
sample_000154436,268,4407,A4,1,[],[]
sample_000154513,-4184,-4904,A4,1,[],[]
sample_000154557,-8306,9909,A4,1,[],[]
sample_000154983,9349,2051,A4,1,[],[]
sample_000155191,-2939,-9553,A4,1,[],[]
sample_000155202,-6854,-6171,A4,1,[],[]
sample_000155208,-7646,-7846,A4,1,[],[]
sample_000155423,-3405,5748,A4,1,[],[]
sample_000155520,2465,6681,A4,1,[],[]
sample_000155762,8946,1849,A4,1,[],[]
sample_000155804,3359,7072,A4,1,[],[]
sample_000155818,350,2310,A4,1,[],[]
sample_000155827,-6495,434,A4,1,[],[]
sample_000155830,2923,6114,A4,1,[],[]
sample_000156227,7912,-9156,A4,1,[],[]
sample_000156310,5941,1246,A4,1,[],[]
sample_000156323,-2920,4211,A4,1,[],[]
sample_000156325,9847,693,A4,1,[],[]
sample_000156348,6998,-1536,A4,1,[],[]
sample_000156370,7320,-1310,A4,1,[],[]
sample_000156496,3780,7819,A4,1,[],[]
sample_000156511,-750,-9934,A4,1,[],[]
sample_000156798,-413,5755,A4,1,[],[]
sample_000156818,4722,-1723,A4,1,[],[]
sample_000157116,-4257,-6751,A4,1,[],[]
sample_000157242,4819,-7074,A4,1,[],[]
sample_000157301,8652,-1893,A4,1,[],[]
sample_000157352,7846,4410,A4,1,[],[]
sample_000157433,-5920,-9578,A4,1,[],[]
sample_000157579,2247,781,A4,1,[],[]
sample_000157580,-1670,111,A4,1,[],[]
sample_000157669,-1618,3413,A4,1,[],[]
sample_000158025,-9254,9112,A4,1,[],[]
sample_000158437,-9683,8803,A4,1,[],[]
sample_000158451,-6783,-69,A4,1,[],[]
sample_000158473,1857,-8378,A4,1,[],[]
sample_000158534,-7195,-9409,A4,1,[],[]
sample_000158544,-5551,2467,A4,1,[],[]
sample_000158748,-7081,-5188,A4,1,[],[]
sample_000158769,3606,1565,A4,1,[],[]
sample_000158879,-4879,8451,A4,1,[],[]
sample_000159057,-6472,5315,A4,1,[],[]
sample_000159116,1461,-4234,A4,1,[],[]
sample_000159209,-2836,7956,A4,1,[],[]
sample_000159372,-4405,-2749,A4,1,[],[]
sample_000159379,560,-4087,A4,1,[],[]
sample_000159439,-8973,7272,A4,1,[],[]
sample_000159574,2966,3401,A4,1,[],[]
sample_000159580,-8692,6037,A4,1,[],[]
sample_000159603,7369,7204,A4,1,[],[]
sample_000159610,-2046,5651,A4,1,[],[]
sample_000159729,1651,-5570,A4,1,[],[]
sample_000159793,7069,5354,A4,1,[],[]
sample_000159847,-6439,-4805,A4,1,[],[]
sample_000159860,-6299,-3248,A4,1,[],[]
sample_000160084,-5970,-1761,A4,1,[],[]
sample_000160343,-6623,-4011,A4,1,[],[]
sample_000160363,-8430,-2428,A4,1,[],[]
sample_000160382,-1630,6849,A4,1,[],[]
sample_000160528,4397,-8994,A4,1,[],[]
sample_000160531,1134,-2077,A4,1,[],[]
sample_000160567,339,-1775,A4,1,[],[]
sample_000160691,-6835,6659,A4,1,[],[]
sample_000160924,9868,-191,A4,1,[],[]
sample_000160969,-6483,8660,A4,1,[],[]
sample_000160982,-164,5419,A4,1,[],[]
sample_000161015,2629,-4055,A4,1,[],[]
sample_000161021,-9004,-5900,A4,1,[],[]
sample_000161035,-7055,-4556,A4,1,[],[]
sample_000161296,-6405,5166,A4,1,[],[]
sample_000161406,3310,-1776,A4,1,[],[]
sample_000161529,5759,-4113,A4,1,[],[]
sample_000161540,-9258,-3834,A4,1,[],[]
sample_000161544,1824,-2199,A4,1,[],[]
sample_000161673,4771,-3475,A4,1,[],[]
sample_000161735,-1904,4424,A4,1,[],[]
sample_000161878,1109,3030,A4,1,[],[]
sample_000162429,-6862,1293,A4,1,[],[]
sample_000162430,2390,-8514,A4,1,[],[]
sample_000162504,5614,-1182,A4,1,[],[]
sample_000162849,5193,5944,A4,1,[],[]
sample_000162854,-9763,-4424,A4,1,[],[]
sample_000162891,-4005,4584,A4,1,[],[]
sample_000162949,8913,-4728,A4,1,[],[]
sample_000163090,949,1972,A4,1,[],[]
sample_000163229,-9234,2024,A4,1,[],[]
sample_000163390,1333,4932,A4,1,[],[]
sample_000163615,-6369,-6723,A4,1,[],[]
sample_000163626,6694,88,A4,1,[],[]
sample_000163629,-6113,-6339,A4,1,[],[]
sample_000163682,-4493,7685,A4,1,[],[]
sample_000163736,-5425,809,A4,1,[],[]
sample_000163762,-8801,-6243,A4,1,[],[]
sample_000163863,-9328,-6220,A4,1,[],[]
sample_000164109,-2315,8898,A4,1,[],[]
sample_000164313,4490,3956,A4,1,[],[]
sample_000164367,4917,-1185,A4,1,[],[]
sample_000164414,346,-5724,A4,1,[],[]
sample_000164418,498,1729,A4,1,[],[]
sample_000164431,-5429,-8865,A4,1,[],[]
sample_000164515,922,9451,A4,1,[],[]
sample_000164637,-4096,6618,A4,1,[],[]
sample_000164844,7379,2151,A4,1,[],[]
sample_000164918,-8227,2142,A4,1,[],[]
sample_000164962,-3926,-857,A4,1,[],[]
sample_000164977,5225,-4906,A4,1,[],[]
sample_000165087,-4145,5643,A4,1,[],[]
sample_000165146,-490,6400,A4,1,[],[]
sample_000165150,-4817,6231,A4,1,[],[]
sample_000165174,279,3364,A4,1,[],[]
sample_000165240,7334,5362,A4,1,[],[]
sample_000165247,-7926,7727,A4,1,[],[]
sample_000165250,6917,7963,A4,1,[],[]
sample_000165262,4076,580,A4,1,[],[]
sample_000165340,9238,3569,A4,1,[],[]
sample_000165359,2800,-6089,A4,1,[],[]
sample_000165379,-7508,-481,A4,1,[],[]
sample_000165384,9310,-4670,A4,1,[],[]
sample_000165664,1208,-2545,A4,1,[],[]
sample_000165729,4553,3030,A4,1,[],[]
sample_000165888,198,-9304,A4,1,[],[]
sample_000165985,-9979,-6797,A4,1,[],[]
sample_000166113,7102,6038,A4,1,[],[]
sample_000166264,332,4777,A4,1,[],[]
sample_000166370,572,-4295,A4,1,[],[]
sample_000166452,-1696,2216,A4,1,[],[]
sample_000166464,7623,4903,A4,1,[],[]
sample_000166476,-8297,-8729,A4,1,[],[]
sample_000166595,-9047,5869,A4,1,[],[]
sample_000166648,2713,-5818,A4,1,[],[]
sample_000166793,-19,236,A4,1,[],[]
sample_000166837,-6822,5661,A4,1,[],[]
sample_000166867,-8837,2478,A4,1,[],[]
sample_000167101,9121,-3456,A4,1,[],[]
sample_000167109,-4325,-6088,A4,1,[],[]
sample_000167114,-155,4067,A4,1,[],[]
sample_000167187,-747,-6225,A4,1,[],[]
sample_000167260,3962,9980,A4,1,[],[]
sample_000167342,-7239,7582,A4,1,[],[]
sample_000167381,2913,-2750,A4,1,[],[]
sample_000167394,-4292,2333,A4,1,[],[]
sample_000167415,-8912,-3054,A4,1,[],[]
sample_000167717,1667,-7947,A4,1,[],[]
sample_000167720,-1118,9197,A4,1,[],[]
sample_000167887,120,-3266,A4,1,[],[]
sample_000167970,-8785,3867,A4,1,[],[]
sample_000168271,-5130,-802,A4,1,[],[]
sample_000168534,5735,-9789,A4,1,[],[]
sample_000168780,2315,-6402,A4,1,[],[]
sample_000169017,-4667,-2781,A4,1,[],[]
sample_000169055,-7183,159,A4,1,[],[]
sample_000169189,-6112,7694,A4,1,[],[]
sample_000169209,854,366,A4,1,[],[]
sample_000169284,-6247,8189,A4,1,[],[]
sample_000169472,3856,-8608,A4,1,[],[]
sample_000169668,-6772,5992,A4,1,[],[]
sample_000169683,-5799,-3012,A4,1,[],[]
sample_000169846,3948,349,A4,1,[],[]
sample_000169860,-68,7412,A4,1,[],[]
sample_000169956,-7472,-1163,A4,1,[],[]
sample_000170556,6474,3537,A4,1,[],[]
sample_000170576,-8740,-385,A4,1,[],[]
sample_000170628,-5255,-2824,A4,1,[],[]
sample_000171144,1723,5708,A4,1,[],[]
sample_000171175,3766,-8911,A4,1,[],[]
sample_000171211,602,-3618,A4,1,[],[]
sample_000171214,-3637,9363,A4,1,[],[]
sample_000171303,6423,-3358,A4,1,[],[]
sample_000171569,5939,5809,A4,1,[],[]
sample_000171884,8137,7214,A4,1,[],[]
sample_000172222,-3578,-6976,A4,1,[],[]
sample_000172323,-5381,3213,A4,1,[],[]
sample_000172352,7262,5874,A4,1,[],[]
sample_000172397,-827,-4100,A4,1,[],[]
sample_000172613,-8439,8885,A4,1,[],[]
sample_000172628,-2017,6610,A4,1,[],[]
sample_000172809,-2905,3359,A4,1,[],[]
sample_000172885,-579,5022,A4,1,[],[]
sample_000172944,-3935,-432,A4,1,[],[]
sample_000173016,-6948,-2386,A4,1,[],[]
sample_000173137,-1527,7567,A4,1,[],[]
sample_000173172,-9262,3124,A4,1,[],[]
sample_000173173,-6130,-1837,A4,1,[],[]
sample_000173188,-2019,3030,A4,1,[],[]
sample_000173235,-2530,3268,A4,1,[],[]
sample_000173237,1437,-1288,A4,1,[],[]
sample_000173368,7182,-238,A4,1,[],[]
sample_000173395,3496,-809,A4,1,[],[]
sample_000173756,-3319,8078,A4,1,[],[]
sample_000174088,3089,-5062,A4,1,[],[]
sample_000174278,4457,-2627,A4,1,[],[]
sample_000174530,2622,472,A4,1,[],[]
sample_000174565,3249,512,A4,1,[],[]
sample_000174595,-4832,7606,A4,1,[],[]
sample_000174598,1113,6114,A4,1,[],[]
sample_000174694,-9419,-6705,A4,1,[],[]
sample_000174827,2256,-2489,A4,1,[],[]
sample_000174957,5824,9817,A4,1,[],[]
sample_000175041,-4617,928,A4,1,[],[]
sample_000175255,7397,9700,A4,1,[],[]
sample_000175264,8640,-2433,A4,1,[],[]
sample_000175511,7952,999,A4,1,[],[]
sample_000175528,-6014,-4079,A4,1,[],[]
sample_000175589,-347,9947,A4,1,[],[]
sample_000175702,-2595,-9174,A4,1,[],[]
sample_000175848,3733,-2479,A4,1,[],[]
sample_000176008,-4502,1163,A4,1,[],[]
sample_000176039,-1897,-536,A4,1,[],[]
sample_000176088,2,-2289,A4,1,[],[]
sample_000176177,5572,3282,A4,1,[],[]
sample_000176178,5375,-7939,A4,1,[],[]
sample_000176218,-8604,-4166,A4,1,[],[]
sample_000176549,-1581,-2529,A4,1,[],[]
sample_000176552,8538,-5831,A4,1,[],[]
sample_000176819,4643,5981,A4,1,[],[]
sample_000176929,-7361,4037,A4,1,[],[]
sample_000177139,3454,-3437,A4,1,[],[]
sample_000177206,283,8021,A4,1,[],[]
sample_000177460,8969,-3105,A4,1,[],[]
sample_000177697,-6239,-6595,A4,1,[],[]
sample_000177713,3751,8713,A4,1,[],[]
sample_000177950,6304,-6403,A4,1,[],[]
sample_000177980,9274,6845,A4,1,[],[]
sample_000177984,-1247,9668,A4,1,[],[]
sample_000178168,-2048,9824,A4,1,[],[]
sample_000178203,4405,-959,A4,1,[],[]
sample_000178223,2413,3392,A4,1,[],[]
sample_000178342,-9639,-8384,A4,1,[],[]
sample_000178380,5047,-3018,A4,1,[],[]
sample_000178479,4472,-7958,A4,1,[],[]
sample_000178487,-3830,9670,A4,1,[],[]
sample_000178502,5162,1503,A4,1,[],[]
sample_000178504,4149,-8591,A4,1,[],[]
sample_000178654,7323,-4747,A4,1,[],[]
sample_000178656,3990,-3359,A4,1,[],[]
sample_000178710,-9998,1817,A4,1,[],[]
sample_000178884,-3262,-2607,A4,1,[],[]
sample_000178895,833,-8840,A4,1,[],[]
sample_000178956,-8141,-3699,A4,1,[],[]
sample_000179091,-6363,-6529,A4,1,[],[]
sample_000179116,-4136,4377,A4,1,[],[]
sample_000179344,5066,2978,A4,1,[],[]
sample_000179351,2471,-4652,A4,1,[],[]
sample_000179782,-6750,4285,A4,1,[],[]
sample_000179797,-7088,7532,A4,1,[],[]
sample_000179870,7163,-709,A4,1,[],[]
sample_000179973,-2514,-8995,A4,1,[],[]
sample_000179979,-561,9589,A4,1,[],[]
sample_000180037,-4544,-5504,A4,1,[],[]
sample_000180039,-1320,-5917,A4,1,[],[]
sample_000180436,9723,-9791,A4,1,[],[]
sample_000180522,-8472,1929,A4,1,[],[]
sample_000180722,-9371,-5484,A4,1,[],[]
sample_000180977,4866,-2284,A4,1,[],[]
sample_000181171,3419,-9288,A4,1,[],[]
sample_000181199,-8037,8184,A4,1,[],[]
sample_000181275,1978,-6395,A4,1,[],[]
sample_000181305,3250,4764,A4,1,[],[]
sample_000181316,-5542,2874,A4,1,[],[]
sample_000181335,716,-541,A4,1,[],[]
sample_000181444,-9209,4547,A4,1,[],[]
sample_000181490,-5314,-646,A4,1,[],[]
sample_000181565,-3466,-3202,A4,1,[],[]
sample_000181612,8144,-9506,A4,1,[],[]
sample_000181821,1122,9728,A4,1,[],[]
sample_000181824,-6813,5504,A4,1,[],[]
sample_000181872,6142,11,A4,1,[],[]
sample_000182186,-4169,6474,A4,1,[],[]
sample_000182294,-6362,407,A4,1,[],[]
sample_000182365,-9824,-5502,A4,1,[],[]
sample_000182368,8712,-9524,A4,1,[],[]
sample_000182393,4896,6550,A4,1,[],[]
sample_000182453,-3931,9807,A4,1,[],[]
sample_000182469,-5444,-1823,A4,1,[],[]
sample_000182506,592,7560,A4,1,[],[]
sample_000182707,6339,-9777,A4,1,[],[]
sample_000182931,-3450,8961,A4,1,[],[]
sample_000183092,1113,6156,A4,1,[],[]
sample_000183320,330,-3757,A4,1,[],[]
sample_000183321,-6989,218,A4,1,[],[]
sample_000183587,-213,-1675,A4,1,[],[]
sample_000183684,-5446,2778,A4,1,[],[]
sample_000183690,-5992,-9507,A4,1,[],[]
sample_000183769,8581,-8129,A4,1,[],[]
sample_000183831,-1637,-9273,A4,1,[],[]
sample_000183892,1032,9640,A4,1,[],[]
sample_000183990,6827,-3915,A4,1,[],[]
sample_000184078,8141,7501,A4,1,[],[]
sample_000184121,2386,-3113,A4,1,[],[]
sample_000184240,-5010,-6914,A4,1,[],[]
sample_000184293,7500,-663,A4,1,[],[]
sample_000184348,-9416,-1609,A4,1,[],[]
sample_000184385,-5578,-2186,A4,1,[],[]
sample_000184387,-4631,-4474,A4,1,[],[]
sample_000184435,2125,1233,A4,1,[],[]
sample_000184533,-5029,9920,A4,1,[],[]
sample_000184554,62,-5966,A4,1,[],[]
sample_000184646,-898,9384,A4,1,[],[]
sample_000184762,8914,-9412,A4,1,[],[]
sample_000184763,-7744,-9221,A4,1,[],[]
sample_000184793,1994,53,A4,1,[],[]
sample_000184956,-1460,-987,A4,1,[],[]
sample_000185036,6728,4386,A4,1,[],[]
sample_000185486,-6592,-6235,A4,1,[],[]
sample_000185562,2119,9799,A4,1,[],[]
sample_000185785,-8710,-728,A4,1,[],[]
sample_000185838,-4492,502,A4,1,[],[]
sample_000185953,9050,5362,A4,1,[],[]
